team_Rk,School,team_G,team_W,team_L,team_W-L%,team_SRS,team_SOS,team_,team_W,team_L,team_,team_W,team_L,team_,team_W,team_L,team_,team_Tm.,team_Opp.,team_,team_MP,team_FG,team_FGA,team_FG%,team_3P,team_3PA,team_3P%,team_FT,team_FTA,team_FT%,team_ORB,team_TRB,team_AST,team_STL,team_BLK,team_TOV,team_PF,opp_Rk,opp_G,opp_W,opp_L,opp_W-L%,opp_SRS,opp_SOS,opp_,opp_W,opp_L,opp_,opp_W,opp_L,opp_,opp_W,opp_L,opp_,opp_Tm.,opp_Opp.,opp_,opp_MP,opp_FG,opp_FGA,opp_FG%,opp_3P,opp_3PA,opp_3P%,opp_FT,opp_FTA,opp_FT%,opp_ORB,opp_TRB,opp_AST,opp_STL,opp_BLK,opp_TOV,opp_PF,adv_team_Rk,adv_team_G,adv_team_W,adv_team_L,adv_team_W-L%,adv_team_SRS,adv_team_SOS,adv_team_,adv_team_W,adv_team_L,adv_team_,adv_team_W,adv_team_L,adv_team_,adv_team_W,adv_team_L,adv_team_,adv_team_Tm.,adv_team_Opp.,adv_team_,adv_team_Pace,adv_team_ORtg,adv_team_FTr,adv_team_3PAr,adv_team_TS%,adv_team_TRB%,adv_team_AST%,adv_team_STL%,adv_team_BLK%,adv_team_eFG%,adv_team_TOV%,adv_team_ORB%,adv_team_FT/FGA,adv_opp_Rk,adv_opp_G,adv_opp_W,adv_opp_L,adv_opp_W-L%,adv_opp_SRS,adv_opp_SOS,adv_opp_,adv_opp_W,adv_opp_L,adv_opp_,adv_opp_W,adv_opp_L,adv_opp_,adv_opp_W,adv_opp_L,adv_opp_,adv_opp_Tm.,adv_opp_Opp.,adv_opp_,adv_opp_Pace,adv_opp_ORtg,adv_opp_FTr,adv_opp_3PAr,adv_opp_TS%,adv_opp_TRB%,adv_opp_AST%,adv_opp_STL%,adv_opp_BLK%,adv_opp_eFG%,adv_opp_TOV%,adv_opp_ORB%,adv_opp_FT/FGA
127,Iowa State,33,24,9,.727,23.04,10.73,,13,7,,15,2,,6,5,,2652,2246,,1340,920,1918,.480,253,707,.358,559,738,.757,341,1169,496,309,115,393,531,127,33,24,9,.727,23.04,10.73,,13,7,,15,2,,6,5,,2652,2246,,1340,790,1895,.417,256,771,.332,410,547,.750,329,1048,437,244,113,508,604,127,33,24,9,.727,23.04,10.73,,13,7,,15,2,,6,5,,2652,2246,,69.5,114.0,.385,.369,.585,52.7,53.9,13.3,10.2,.546,14.8,32.2,.291,127,33,24,9,.727,23.04,10.73,,13,7,,15,2,,6,5,,2652,2246,,69.5,96.5,.289,.407,.521,47.3,55.3,10.5,9.3,.484,19.1,28.4,.216
129,Jackson State,34,16,18,.471,-9.15,-6.00,,14,4,,8,1,,6,15,,2428,2535,,1380,835,1978,.422,217,666,.326,541,741,.730,372,1246,415,243,115,471,560,129,34,16,18,.471,-9.15,-6.00,,14,4,,8,1,,6,15,,2428,2535,,1380,898,2063,.435,293,860,.341,446,631,.707,374,1239,502,282,119,420,581,129,34,16,18,.471,-9.15,-6.00,,14,4,,8,1,,6,15,,2428,2535,,70.1,100.4,.375,.337,.521,50.1,49.7,10.0,9.6,.477,16.8,30.1,.274,129,34,16,18,.471,-9.15,-6.00,,14,4,,8,1,,6,15,,2428,2535,,70.1,104.8,.306,.417,.536,49.9,55.9,11.7,9.1,.506,15.1,30.0,.216
130,Jacksonville,32,19,13,.594,-3.24,-3.27,,12,6,,11,3,,7,9,,2308,2273,,1285,847,1925,.440,235,652,.360,379,557,.680,404,1163,437,249,143,420,554,130,32,19,13,.594,-3.24,-3.27,,12,6,,11,3,,7,9,,2308,2273,,1285,802,1824,.440,239,694,.344,430,615,.699,326,1060,392,248,115,417,506,130,32,19,13,.594,-3.24,-3.27,,12,6,,11,3,,7,9,,2308,2273,,68.7,104.6,.289,.339,.527,52.3,51.6,11.3,12.7,.501,16.1,35.5,.197,130,32,19,13,.594,-3.24,-3.27,,12,6,,11,3,,7,9,,2308,2273,,68.7,103.0,.337,.380,.537,47.7,48.9,11.2,9.0,.505,16.5,30.0,.236
131,Jacksonville State,34,22,12,.647,1.39,0.04,,12,6,,12,2,,7,7,,2511,2334,,1370,888,1991,.446,256,736,.348,479,631,.759,372,1302,392,167,121,340,464,131,34,22,12,.647,1.39,0.04,,12,6,,12,2,,7,7,,2511,2334,,1370,837,2026,.413,292,857,.341,368,531,.693,320,1120,432,196,108,299,516,131,34,22,12,.647,1.39,0.04,,12,6,,12,2,,7,7,,2511,2334,,65.9,111.2,.317,.370,.548,53.8,44.1,7.4,10.4,.510,12.9,31.7,.241,131,34,22,12,.647,1.39,0.04,,12,6,,12,2,,7,7,,2511,2334,,65.9,103.4,.262,.423,.512,46.2,51.6,8.7,8.6,.485,11.6,25.6,.182
132,James Madison,32,20,12,.625,-1.62,-2.58,,13,5,,13,2,,5,8,,2365,2256,,1290,823,1874,.439,287,830,.346,432,573,.754,360,1142,373,194,101,337,523,132,32,20,12,.625,-1.62,-2.58,,13,5,,13,2,,5,8,,2365,2256,,1290,801,1829,.438,222,647,.343,432,602,.718,318,1078,332,187,79,332,508,132,32,20,12,.625,-1.62,-2.58,,13,5,,13,2,,5,8,,2365,2256,,65.9,111.2,.306,.443,.551,51.4,45.3,9.1,8.5,.516,13.6,32.1,.231,132,32,20,12,.625,-1.62,-2.58,,13,5,,13,2,,5,8,,2365,2256,,65.9,106.1,.329,.354,.533,48.6,41.4,8.8,7.6,.499,13.6,28.9,.236
133,Kansas,33,21,12,.636,20.70,13.77,,11,9,,14,3,,4,8,,2515,2286,,1335,959,2035,.471,245,697,.352,352,495,.711,348,1272,584,206,157,386,469,133,33,21,12,.636,20.70,13.77,,11,9,,14,3,,4,8,,2515,2286,,1335,809,2026,.399,255,824,.309,413,568,.727,350,1146,427,246,120,361,477,133,33,21,12,.636,20.70,13.77,,11,9,,14,3,,4,8,,2515,2286,,69.1,109.0,.243,.343,.554,52.6,60.9,8.9,13.1,.531,14.5,30.4,.173,133,33,21,12,.636,20.70,13.77,,11,9,,14,3,,4,8,,2515,2286,,69.1,99.1,.280,.407,.498,47.4,52.8,10.7,9.0,.462,13.6,27.5,.204
134,Kansas City,33,13,20,.394,-5.33,-2.71,,4,12,,9,5,,2,12,,2386,2218,,1320,816,1898,.430,290,845,.343,464,609,.762,392,1168,407,244,106,394,552,134,33,13,20,.394,-5.33,-2.71,,4,12,,9,5,,2,12,,2386,2218,,1320,778,1795,.433,230,745,.309,432,609,.709,308,1018,382,204,84,410,566,134,33,13,20,.394,-5.33,-2.71,,4,12,,9,5,,2,12,,2386,2218,,66.3,109.1,.321,.445,.545,53.4,49.9,11.2,10.1,.506,15.3,35.6,.244,134,33,13,20,.394,-5.33,-2.71,,4,12,,9,5,,2,12,,2386,2218,,66.3,101.4,.339,.415,.532,46.6,49.1,9.3,8.0,.497,16.4,28.4,.241
135,Kansas State,33,16,17,.485,11.29,10.08,,9,11,,10,6,,3,9,,2337,2297,,1325,856,1943,.441,254,781,.325,371,537,.691,339,1118,505,244,114,399,515,135,33,16,17,.485,11.29,10.08,,9,11,,10,6,,3,9,,2337,2297,,1325,837,1931,.433,217,689,.315,406,553,.734,361,1175,463,221,117,407,530,135,33,16,17,.485,11.29,10.08,,9,11,,10,6,,3,9,,2337,2297,,67.9,103.9,.276,.402,.532,48.8,59.0,10.8,9.2,.506,15.4,29.4,.191,135,33,16,17,.485,11.29,10.08,,9,11,,10,6,,3,9,,2337,2297,,67.9,102.1,.286,.357,.524,51.2,55.3,9.8,10.1,.490,15.6,31.7,.210
136,Kennesaw State,33,19,14,.576,0.77,1.10,,10,8,,12,3,,5,8,,2526,2417,,1330,857,1996,.429,284,915,.310,528,734,.719,414,1331,439,218,140,451,618,136,33,19,14,.576,0.77,1.10,,10,8,,12,3,,5,8,,2526,2417,,1330,815,1967,.414,244,755,.323,543,790,.687,335,1124,416,273,122,371,598,136,33,19,14,.576,0.77,1.10,,10,8,,12,3,,5,8,,2526,2417,,71.6,106.1,.368,.458,.539,54.2,51.2,9.2,11.6,.501,16.1,34.4,.265,136,33,19,14,.576,0.77,1.10,,10,8,,12,3,,5,8,,2526,2417,,71.6,101.6,.402,.384,.516,45.8,51.0,11.5,11.3,.476,13.7,26.8,.276
137,Kent State,33,22,11,.667,0.88,-3.25,,11,7,,11,4,,8,5,,2433,2256,,1325,873,2002,.436,238,759,.314,449,598,.751,425,1214,415,250,107,386,604,137,33,22,11,.667,0.88,-3.25,,11,7,,11,4,,8,5,,2433,2256,,1325,751,1788,.420,232,735,.316,522,695,.751,313,1058,421,208,103,430,553,137,33,22,11,.667,0.88,-3.25,,11,7,,11,4,,8,5,,2433,2256,,67.7,108.6,.299,.379,.532,53.4,47.5,11.2,10.2,.496,14.4,36.3,.224,137,33,22,11,.667,0.88,-3.25,,11,7,,11,4,,8,5,,2433,2256,,67.7,100.7,.389,.411,.533,46.6,56.1,9.3,8.3,.485,16.9,28.4,.292
138,Kentucky,33,22,11,.667,21.61,14.18,,10,8,,15,3,,4,6,,2815,2570,,1325,980,2033,.482,317,848,.374,538,729,.738,333,1270,556,223,133,365,573,138,33,22,11,.667,21.61,14.18,,10,8,,15,3,,4,6,,2815,2570,,1325,912,2086,.437,280,908,.308,466,647,.720,327,1155,422,208,95,336,591,138,33,22,11,.667,21.61,14.18,,10,8,,15,3,,4,6,,2815,2570,,72.7,117.0,.359,.417,.592,52.4,56.7,9.3,11.3,.560,13.3,28.7,.265,138,33,22,11,.667,21.61,14.18,,10,8,,15,3,,4,6,,2815,2570,,72.7,106.8,.310,.435,.537,47.6,46.3,8.6,8.0,.504,12.3,25.9,.223
139,La Salle,33,14,19,.424,-3.05,1.60,,5,13,,10,5,,2,10,,2376,2465,,1325,845,2046,.413,230,685,.336,456,628,.726,392,1217,388,238,117,354,521,139,33,14,19,.424,-3.05,1.60,,5,13,,10,5,,2,10,,2376,2465,,1325,894,1983,.451,270,823,.328,407,585,.696,341,1215,492,202,123,385,538,139,33,14,19,.424,-3.05,1.60,,5,13,,10,5,,2,10,,2376,2465,,69.6,103.1,.307,.335,.507,50.0,45.9,10.3,10.1,.469,13.1,31.0,.223,139,33,14,19,.424,-3.05,1.60,,5,13,,10,5,,2,10,,2376,2465,,69.6,106.9,.295,.415,.545,50.0,55.0,8.8,9.0,.519,14.6,29.2,.205
140,Lafayette,33,13,20,.394,-9.90,-8.06,,7,11,,10,6,,3,14,,2261,2274,,1337,809,1854,.436,257,753,.341,386,564,.684,284,1102,486,192,115,362,512,140,33,13,20,.394,-9.90,-8.06,,7,11,,10,6,,3,14,,2261,2274,,1337,821,1889,.435,253,716,.353,379,516,.734,315,1166,446,205,71,379,537,140,33,13,20,.394,-9.90,-8.06,,7,11,,10,6,,3,14,,2261,2274,,65.9,102.8,.304,.406,.533,48.6,60.1,8.7,9.8,.506,14.6,25.0,.208,140,33,13,20,.394,-9.90,-8.06,,7,11,,10,6,,3,14,,2261,2274,,65.9,103.4,.273,.379,.533,51.4,54.3,9.3,6.4,.502,15.1,27.8,.201
141,Lamar,33,20,13,.606,-2.20,-2.67,,14,6,,10,4,,9,6,,2306,2170,,1325,845,1979,.427,230,653,.352,386,562,.687,441,1277,495,246,165,413,504,141,33,20,13,.606,-2.20,-2.67,,14,6,,10,4,,9,6,,2306,2170,,1325,763,1870,.408,223,708,.315,421,630,.668,374,1159,428,252,121,415,525,141,33,20,13,.606,-2.20,-2.67,,14,6,,10,4,,9,6,,2306,2170,,66.8,104.2,.284,.330,.513,52.4,58.6,11.1,14.2,.485,15.5,36.0,.195,141,33,20,13,.606,-2.20,-2.67,,14,6,,10,4,,9,6,,2306,2170,,66.8,98.0,.337,.379,.500,47.6,56.1,11.4,9.1,.468,16.1,30.9,.225
142,Le Moyne,32,9,23,.281,-17.54,-8.07,,4,12,,6,7,,2,16,,2371,2566,,1315,826,1802,.458,253,746,.339,466,662,.704,290,1051,454,222,69,444,614,142,32,9,23,.281,-17.54,-8.07,,4,12,,6,7,,2,16,,2371,2566,,1315,884,1912,.462,288,788,.365,510,699,.730,357,1144,503,242,96,378,554,142,32,9,23,.281,-17.54,-8.07,,4,12,,6,7,,2,16,,2371,2566,,69.0,104.6,.367,.414,.560,47.9,55.0,9.8,6.1,.529,17.3,26.9,.259,142,32,9,23,.281,-17.54,-8.07,,4,12,,6,7,,2,16,,2371,2566,,69.0,113.2,.366,.412,.572,52.1,56.9,10.7,9.1,.538,14.4,31.9,.267
143,Lehigh,30,11,19,.367,-10.03,-6.46,,6,12,,8,5,,3,14,,2110,2143,,1210,758,1682,.451,236,637,.370,358,524,.683,220,947,401,174,63,321,486,143,30,11,19,.367,-10.03,-6.46,,6,12,,8,5,,3,14,,2110,2143,,1210,766,1724,.444,194,619,.313,417,569,.733,278,1048,361,189,83,326,502,143,30,11,19,.367,-10.03,-6.46,,6,12,,8,5,,3,14,,2110,2143,,67.3,103.6,.312,.379,.546,47.5,52.9,8.5,5.7,.521,14.3,22.2,.213,143,30,11,19,.367,-10.03,-6.46,,6,12,,8,5,,3,14,,2110,2143,,67.3,105.2,.330,.359,.537,52.5,47.1,9.3,7.9,.501,14.1,27.7,.242
144,Liberty,34,28,6,.824,8.22,-1.39,,13,5,,12,3,,9,2,,2603,2138,,1365,938,1898,.494,359,921,.390,368,557,.661,218,1123,574,225,99,342,458,144,34,28,6,.824,8.22,-1.39,,13,5,,12,3,,9,2,,2603,2138,,1365,792,1975,.401,197,697,.283,357,486,.735,326,1160,318,204,85,409,491,144,34,28,6,.824,8.22,-1.39,,13,5,,12,3,,9,2,,2603,2138,,67.0,113.8,.293,.485,.602,49.2,61.2,9.8,7.7,.589,13.7,20.7,.194,144,34,28,6,.824,8.22,-1.39,,13,5,,12,3,,9,2,,2603,2138,,67.0,93.5,.246,.353,.485,50.8,40.2,8.9,8.7,.451,15.6,26.5,.181
145,Lindenwood,33,16,17,.485,-13.01,-7.11,,10,10,,11,3,,3,12,,2348,2354,,1340,837,1983,.422,192,678,.283,482,709,.680,380,1203,370,277,133,415,534,145,33,16,17,.485,-13.01,-7.11,,10,10,,11,3,,3,12,,2348,2354,,1340,831,1948,.427,243,733,.332,449,640,.702,363,1235,420,243,138,484,599,145,33,16,17,.485,-13.01,-7.11,,10,10,,11,3,,3,12,,2348,2354,,70.6,99.3,.358,.342,.506,49.3,44.2,11.7,10.9,.470,15.2,30.4,.243,145,33,16,17,.485,-13.01,-7.11,,10,10,,11,3,,3,12,,2348,2354,,70.6,99.6,.329,.376,.523,50.7,50.5,10.3,10.6,.489,17.7,30.6,.230
146,Lipscomb,34,25,9,.735,5.06,-4.88,,14,4,,15,3,,10,6,,2697,2289,,1365,939,1984,.473,336,936,.359,483,608,.794,282,1218,514,236,104,324,427,146,34,25,9,.735,5.06,-4.88,,14,4,,15,3,,10,6,,2697,2289,,1365,876,2074,.422,240,779,.308,297,444,.669,338,1152,339,206,103,379,537,146,34,25,9,.735,5.06,-4.88,,14,4,,15,3,,10,6,,2697,2289,,68.0,116.2,.306,.472,.593,51.4,54.7,10.2,8.0,.558,12.5,25.7,.243,146,34,25,9,.735,5.06,-4.88,,14,4,,15,3,,10,6,,2697,2289,,68.0,98.6,.214,.376,.501,48.6,38.7,8.9,9.8,.480,14.2,26.5,.143
147,Little Rock,33,19,14,.576,-6.72,-7.52,,12,8,,9,5,,9,7,,2287,2219,,1330,843,1894,.445,215,583,.369,386,548,.704,342,1112,447,298,172,458,563,147,33,19,14,.576,-6.72,-7.52,,12,8,,9,5,,9,7,,2287,2219,,1330,732,1848,.396,253,801,.316,502,699,.718,417,1194,423,278,94,492,525,147,33,19,14,.576,-6.72,-7.52,,12,8,,9,5,,9,7,,2287,2219,,68.1,101.1,.289,.308,.531,48.2,53.0,13.2,16.4,.502,17.5,30.6,.204,147,33,19,14,.576,-6.72,-7.52,,12,8,,9,5,,9,7,,2287,2219,,68.1,98.1,.378,.433,.509,51.8,57.8,12.3,7.2,.465,18.4,35.1,.272
148,Long Beach State,32,7,25,.219,-9.82,-0.05,,3,17,,3,11,,4,11,,2152,2374,,1295,736,1698,.433,218,625,.349,462,611,.756,304,1021,364,182,96,460,585,148,32,7,25,.219,-9.82,-0.05,,3,17,,3,11,,4,11,,2152,2374,,1295,825,1819,.454,258,687,.376,466,639,.729,371,1091,411,229,81,373,582,148,32,7,25,.219,-9.82,-0.05,,3,17,,3,11,,4,11,,2152,2374,,65.9,100.8,.360,.368,.541,48.3,49.5,8.5,8.5,.498,18.8,29.7,.272,148,32,7,25,.219,-9.82,-0.05,,3,17,,3,11,,4,11,,2152,2374,,65.9,111.2,.351,.378,.559,51.7,49.8,10.7,7.5,.524,14.9,34.1,.256
149,Long Island University,33,17,16,.515,-10.70,-9.70,,12,4,,10,5,,7,9,,2235,2156,,1345,831,1910,.435,201,649,.310,372,518,.718,382,1172,388,269,117,430,625,149,33,17,16,.515,-10.70,-9.70,,12,4,,10,5,,7,9,,2235,2156,,1345,698,1703,.410,211,682,.309,549,734,.748,294,1049,421,235,125,442,508,149,33,17,16,.515,-10.70,-9.70,,12,4,,10,5,,7,9,,2235,2156,,65.5,101.5,.271,.340,.518,52.8,46.7,12.2,11.5,.488,16.6,33.6,.195,149,33,17,16,.515,-10.70,-9.70,,12,4,,10,5,,7,9,,2235,2156,,65.5,97.9,.431,.400,.525,47.2,60.3,10.7,9.9,.472,17.7,27.1,.322
150,Longwood,32,18,14,.563,-4.43,-4.85,,7,9,,12,4,,5,7,,2504,2371,,1280,847,1830,.463,206,620,.332,604,831,.727,362,1111,427,244,65,400,590,150,32,18,14,.563,-4.43,-4.85,,7,9,,12,4,,5,7,,2504,2371,,1280,840,1756,.478,249,751,.332,440,654,.673,285,1018,425,222,90,474,664,150,32,18,14,.563,-4.43,-4.85,,7,9,,12,4,,5,7,,2504,2371,,70.6,110.8,.454,.339,.563,52.2,50.4,10.8,6.5,.519,15.2,33.1,.330,150,32,18,14,.563,-4.43,-4.85,,7,9,,12,4,,5,7,,2504,2371,,70.6,104.9,.372,.428,.574,47.8,50.6,9.8,7.4,.549,18.7,27.6,.251
151,Louisiana,33,12,21,.364,-10.65,-2.28,,8,10,,5,12,,6,5,,2159,2410,,1330,757,1897,.399,223,720,.310,422,579,.729,316,1013,340,243,95,357,578,151,33,12,21,.364,-10.65,-2.28,,8,10,,5,12,,6,5,,2159,2410,,1330,815,1795,.454,209,670,.312,571,785,.727,381,1269,398,206,137,433,521,151,33,12,21,.364,-10.65,-2.28,,8,10,,5,12,,6,5,,2159,2410,,66.7,97.4,.305,.380,.497,44.4,44.9,11.0,8.4,.458,14.1,26.2,.222,151,33,12,21,.364,-10.65,-2.28,,8,10,,5,12,,6,5,,2159,2410,,66.7,108.7,.437,.373,.556,55.6,48.8,9.3,11.6,.512,16.6,35.3,.318
152,Louisiana State,32,14,18,.438,10.26,10.01,,3,15,,11,7,,2,8,,2363,2355,,1295,838,1885,.445,250,820,.305,437,612,.714,330,1141,409,227,151,419,537,152,32,14,18,.438,10.26,10.01,,3,15,,11,7,,2,8,,2363,2355,,1295,853,2006,.425,232,718,.323,417,591,.706,424,1214,404,257,105,372,537,152,32,14,18,.438,10.26,10.01,,3,15,,11,7,,2,8,,2363,2355,,69.5,105.0,.325,.435,.543,48.5,48.8,10.1,11.7,.511,16.1,29.5,.232,152,32,14,18,.438,10.26,10.01,,3,15,,11,7,,2,8,,2363,2355,,69.5,104.7,.295,.358,.515,51.5,47.4,11.4,9.9,.483,14.0,34.3,.208
153,Louisiana Tech,32,20,12,.625,1.77,-0.40,,9,9,,11,4,,5,7,,2364,2188,,1300,830,1780,.466,248,730,.340,456,608,.750,307,1166,485,205,131,402,505,153,32,20,12,.625,1.77,-0.40,,9,9,,11,4,,5,7,,2364,2188,,1300,779,1886,.413,230,745,.309,400,575,.696,329,1035,373,227,90,338,516,153,32,20,12,.625,1.77,-0.40,,9,9,,11,4,,5,7,,2364,2188,,66.6,109.1,.342,.410,.571,53.0,58.4,9.5,11.5,.536,16.3,30.3,.256,153,32,20,12,.625,1.77,-0.40,,9,9,,11,4,,5,7,,2364,2188,,66.6,101.0,.305,.395,.507,47.0,47.9,10.5,8.6,.474,13.5,27.7,.212
154,Louisiana-Monroe,32,7,25,.219,-15.02,-4.22,,3,15,,5,11,,2,12,,2205,2417,,1290,782,1920,.407,218,658,.331,423,593,.713,360,1155,413,228,76,374,448,154,32,7,25,.219,-15.02,-4.22,,3,15,,5,11,,2,12,,2205,2417,,1290,890,1982,.449,297,897,.331,340,481,.707,361,1195,522,244,119,364,495,154,32,7,25,.219,-15.02,-4.22,,3,15,,5,11,,2,12,,2205,2417,,68.7,99.6,.309,.343,.501,49.1,52.8,10.3,7.0,.464,14.5,30.2,.220,154,32,7,25,.219,-15.02,-4.22,,3,15,,5,11,,2,12,,2205,2417,,68.7,109.1,.243,.453,.547,50.9,58.7,11.0,9.4,.524,14.1,31.2,.172
155,Louisville,34,27,7,.794,19.29,9.61,,18,2,,14,3,,9,2,,2672,2343,,1365,917,2018,.454,320,970,.330,518,696,.744,380,1273,476,218,97,389,527,155,34,27,7,.794,19.29,9.61,,18,2,,14,3,,9,2,,2672,2343,,1365,847,1994,.425,267,792,.337,382,535,.714,334,1133,395,220,102,438,632,155,34,27,7,.794,19.29,9.61,,18,2,,14,3,,9,2,,2672,2343,,69.0,113.5,.345,.481,.569,52.9,51.9,9.3,8.1,.534,14.2,32.2,.257,155,34,27,7,.794,19.29,9.61,,18,2,,14,3,,9,2,,2672,2343,,69.0,99.5,.268,.397,.521,47.1,46.6,9.3,9.7,.492,16.3,27.2,.192
156,Loyola (IL),33,22,11,.667,3.75,0.34,,12,6,,16,1,,5,5,,2426,2265,,1335,868,1896,.458,282,797,.354,408,615,.663,337,1175,528,212,149,401,589,156,33,22,11,.667,3.75,0.34,,12,6,,16,1,,5,5,,2426,2265,,1335,784,1865,.420,246,750,.328,451,625,.722,318,1096,393,220,103,412,543,156,33,22,11,.667,3.75,0.34,,12,6,,16,1,,5,5,,2426,2265,,67.5,107.6,.324,.420,.554,51.7,60.8,9.4,13.4,.532,15.5,30.2,.215,156,33,22,11,.667,3.75,0.34,,12,6,,16,1,,5,5,,2426,2265,,67.5,100.5,.335,.402,.524,48.3,50.1,9.8,9.4,.486,16.0,27.5,.242
157,Loyola (MD),31,12,19,.387,-11.58,-8.22,,6,12,,7,7,,5,12,,2145,2205,,1245,775,1779,.436,229,704,.325,366,525,.697,310,1034,426,223,89,372,475,157,31,12,19,.387,-11.58,-8.22,,6,12,,7,7,,5,12,,2145,2205,,1245,806,1744,.462,213,618,.345,380,513,.741,273,1021,417,226,73,368,494,157,31,12,19,.387,-11.58,-8.22,,6,12,,7,7,,5,12,,2145,2205,,67.0,102.8,.295,.396,.529,50.3,55.0,10.7,7.9,.500,15.5,29.3,.206,157,31,12,19,.387,-11.58,-8.22,,6,12,,7,7,,5,12,,2145,2205,,67.0,105.7,.294,.354,.555,49.7,51.7,10.8,6.8,.523,15.6,27.4,.218
158,Loyola Marymount,32,17,15,.531,1.47,3.21,,8,10,,11,6,,3,8,,2279,2290,,1280,821,1868,.440,252,755,.334,385,532,.724,251,1068,423,185,126,333,527,158,32,17,15,.531,1.47,3.21,,8,10,,11,6,,3,8,,2279,2290,,1280,823,1934,.426,226,707,.320,418,552,.757,355,1202,422,169,71,354,497,158,32,17,15,.531,1.47,3.21,,8,10,,11,6,,3,8,,2279,2290,,68.7,103.6,.285,.404,.537,47.0,51.5,8.4,10.3,.507,13.6,22.9,.206,158,32,17,15,.531,1.47,3.21,,8,10,,11,6,,3,8,,2279,2290,,68.7,104.1,.285,.366,.521,53.0,51.3,7.7,6.4,.484,13.9,30.3,.216
159,Maine,34,20,14,.588,-6.28,-8.09,,10,6,,10,3,,8,11,,2409,2248,,1365,893,1929,.463,225,634,.355,398,542,.734,253,1030,504,308,124,352,511,159,34,20,14,.588,-6.28,-8.09,,10,6,,10,3,,8,11,,2409,2248,,1365,819,1894,.432,225,685,.328,385,539,.714,362,1206,446,197,95,506,488,159,34,20,14,.588,-6.28,-8.09,,10,6,,10,3,,8,11,,2409,2248,,67.1,105.2,.281,.329,.551,46.1,56.4,13.5,10.3,.521,13.9,23.1,.206,159,34,20,14,.588,-6.28,-8.09,,10,6,,10,3,,8,11,,2409,2248,,67.1,98.2,.285,.362,.523,53.9,54.5,8.6,7.3,.492,19.1,31.8,.203
160,Manhattan,30,17,13,.567,-7.25,-8.22,,12,8,,9,5,,8,7,,2280,2235,,1225,792,1809,.438,260,755,.344,436,566,.770,358,1109,452,190,76,354,426,160,30,17,13,.567,-7.25,-8.22,,12,8,,9,5,,8,7,,2280,2235,,1225,811,1862,.436,259,784,.330,352,483,.729,349,1068,479,217,121,315,504,160,30,17,13,.567,-7.25,-8.22,,12,8,,9,5,,8,7,,2280,2235,,67.4,110.4,.313,.417,.549,50.9,57.1,9.2,7.1,.510,14.6,33.2,.241,160,30,17,13,.567,-7.25,-8.22,,12,8,,9,5,,8,7,,2280,2235,,67.4,108.2,.259,.421,.534,49.1,59.1,10.5,11.5,.505,13.1,31.7,.189
161,Marist,30,20,10,.667,-8.69,-10.19,,13,7,,11,4,,9,5,,1979,1934,,1215,753,1712,.440,202,643,.314,271,383,.708,310,1079,420,173,103,358,448,161,30,20,10,.667,-8.69,-10.19,,13,7,,11,4,,9,5,,1979,1934,,1215,672,1642,.409,196,582,.337,394,545,.723,264,968,303,208,74,319,444,161,30,20,10,.667,-8.69,-10.19,,13,7,,11,4,,9,5,,1979,1934,,64.2,101.5,.224,.376,.522,52.7,55.8,8.9,9.7,.499,15.9,30.6,.158,161,30,20,10,.667,-8.69,-10.19,,13,7,,11,4,,9,5,,1979,1934,,64.2,99.2,.332,.354,.509,47.3,45.1,10.7,6.9,.469,14.4,25.6,.240
162,Marquette,33,23,10,.697,18.88,10.55,,13,7,,14,3,,7,6,,2537,2262,,1330,919,2064,.445,310,955,.325,389,538,.723,362,1129,455,298,122,306,527,162,33,23,10,.697,18.88,10.55,,13,7,,14,3,,7,6,,2537,2262,,1330,809,1858,.435,235,740,.318,409,562,.728,345,1185,486,184,96,487,488,162,33,23,10,.697,18.88,10.55,,13,7,,14,3,,7,6,,2537,2262,,68.1,112.0,.261,.463,.547,48.8,49.5,13.2,10.9,.520,11.7,30.1,.188,162,33,23,10,.697,18.88,10.55,,13,7,,14,3,,7,6,,2537,2262,,68.1,99.9,.302,.398,.532,51.2,60.1,8.1,8.7,.499,18.6,31.0,.220
163,Marshall,33,20,13,.606,-2.17,-4.43,,12,6,,14,3,,5,9,,2499,2366,,1325,883,2004,.441,260,807,.322,473,683,.693,412,1239,482,219,180,382,636,163,33,20,13,.606,-2.17,-4.43,,12,6,,14,3,,5,9,,2499,2366,,1325,820,1875,.437,197,610,.323,529,750,.705,342,1161,329,205,102,398,604,163,33,20,13,.606,-2.17,-4.43,,12,6,,14,3,,5,9,,2499,2366,,69.2,109.0,.341,.403,.537,51.6,54.6,9.6,14.2,.505,14.1,33.5,.236,163,33,20,13,.606,-2.17,-4.43,,12,6,,14,3,,5,9,,2499,2366,,69.2,103.2,.400,.325,.530,48.4,40.1,8.9,8.5,.490,15.1,29.3,.282
